# lon	lat	name	site_activity	tectonic_setting	spreading_rate	depth  (NOAA PMEL global vents)
-44.5	27	MAR;_27_N	MOR-unconfirmed	MOR	23.4	2900
-44.8267	26.1367	TAG	MOR-active	MOR	23.6	3670-3436
-44.9833	25.8083	MAR;_25_50'N	MOR-inactive	MOR	23.7	3000
-46.1533	24.5	MAR;_24_30'N	MOR-inactive	MOR	24	3900
-46.2	24.35	MAR;_24_20'N	MOR-inactive	MOR	24	3200
-45	23.5833	MAR;_23_35'N	MOR-inactive	MOR	24.1	3500
-44.95	23.3683	Snake_Pit	MOR-active	MOR	24.1	3500-3450
-45.005	22.5	MAR;_22_30'N	MOR-inactive	MOR	24.3	2800
-45.64167	20.508333	Puy_des_Folles	MOR-unconfirmed	MOR	24.7	2000-1940
-45.6225	20.129167	Zenith-Victory	MOR-inactive	MOR	24.7	2390-2370
-46.38	16.795	MAR;_16_46'N	MOR-inactive	MOR	25.2	3300
-46.475	16.64	Krasnov	MOR-inactive	MOR	25.2	3900-3700
-46.6667	15.8667	MAR;_15_50'N	MOR-inactive	MOR	25.2	3000
-45	15.0833	MAR;_south_of_15_20'N_fracture_zone	MOR-unconfirmed	MOR	25.5	3000
-44.9	14.92	MAR;_14_54'N	MOR-unconfirmed	MOR	25.5	3500-3000
-44.9785	14.752	Logatchev	MOR-active	MOR	25.5	3050-2925
-44.97	14.75	Logatchev_5	MOR-inactive	MOR	25.5	3100
-44.938	14.72	Logatchev_2	MOR-active	MOR	25.5	2760-2640
-44.96667	14.708333	Logatchev_3	MOR-unconfirmed	MOR	25.5	3100
-44.90833	14.706333	Logatchev_4	MOR-inactive	MOR	25.5	2000
-44.963	13.513667	Semyonov	MOR-active	MOR	26	2440
-44.9	13.333333	MAR;_13_19'N_OCC	MOR-unconfirmed	MOR	26.2	3000
-44.90667	12.991667	Ashadze_2	MOR-active	MOR	26.2	3300-3200
-44.861	12.986	Ashadze_3	MOR-unconfirmed	MOR	26.2	4200-4100
-44.86333	12.973333	Ashadze	MOR-active	MOR	26.2	4200-4080
-44.9	12.91	Neptune's_Beard	MOR-unconfirmed	MOR	26.2	4100
-44.7883	12.8	MAR;_12_48'N	MOR-inactive	MOR	26.2	2400
-43.7035	11.448167	MAR;_11_26'N	MOR-unconfirmed	MOR	26.9	3835
-43.64833	11.038	MAR;_11_N	MOR-unconfirmed	MOR	26.9	4010
-41.8	10.85	Vema_Fracture_Zone	MOR-inactive	MOR	27	3600-3100
-33.18	5.91	Markov_Deep	MOR-unconfirmed	MOR	28.8	3500
-81.73333	18.533333	Mid-Cayman_Rise;_deeper_site	MOR-unconfirmed	MOR	16.9	4850
-81.85	18.35	Mid-Cayman_Rise;_shallower_site	MOR-unconfirmed	MOR	16.9	2150
-62.180	16.72	Montserrat_Volcano	VolcanicArc-active	arc_volcano	NotApplicable	10-0
-61.5	15.5	Champagne_Hot_Springs	VolcanicArc-active	arc_volcano	NotApplicable	5-1
-61.66667	12.283333	Kick'em_Jenny_submarine_volcano	VolcanicArc-active	arc_volcano	NotApplicable	250
-24.5133	-0.9767	Romanche_Fracture_Zone	MOR-inactive	MOR	31.1	3100
-12.37417	-4.805833	MAR;_4_48'S	MOR-active	MOR	32.4	3050-2990
-13.442	-7.95	MAR;_7_57'S	MOR-unconfirmed	MOR	33	2600
-13.467	-8.167	MAR;_8_10'S	MOR-unconfirmed	MOR	33	2000
-13.520	-8.3	Nibelungen	MOR-active	MOR	33	2900
-13.180	-9.55	Lilliput	MOR-active	MOR	33.2	1500
-30.33	-56.06	ESR;_E2	BackArcBasin-active	back-arc_spreading_center	66.2	2700
-30.2	-57.5	ESR;_E5	BackArcBasin-unconfirmed	back-arc_spreading_center	70.3	3000
-27.33333	-59.41667	Douglas_Strait_caldera;_Thule_Island;_South_Sandwich_Islands	VolcanicArc-unconfirmed	arc_volcano	NotApplicable	625-600
-29.93	-60.05	ESR;_E9	BackArcBasin-active	back-arc_spreading_center	79.1	2400
-57.2745	-62.194	Hook_Ridge	BackArcBasin-active	back-arc_spreading_center	10	1080-1050
-58.98333	-62.642	Three_Sisters;_Middle_Sister	BackArcBasin-unconfirmed	back-arc_spreading_center	10	1040
-59.25	-62.75	Little_Volcano	BackArcBasin-unconfirmed	back-arc_spreading_center	10	1500
-60.65	-62.95	Deception_Island	BackArcBasin-active	back-arc_spreading_center	10	100-0
23.336	37.615	Methana	VolcanicArc-active	arc_volcano	NotApplicable	0
27.25	36.85	Kos	VolcanicArc-active	arc_volcano	NotApplicable	10-0
27.25	36.666667	Kos;_south	VolcanicArc-unconfirmed	arc_volcano	NotApplicable	450
24.516667	36.6667	Milos	VolcanicArc-active	arc_volcano	NotApplicable	200-0
25.483333	36.525	Columbo	VolcanicArc-active	arc_volcano	NotApplicable	500
27.25	36.5	Nisiros	VolcanicArc-active	arc_volcano	NotApplicable	5-0
25.4	36.4333	Santorini	VolcanicArc-active	arc_volcano	NotApplicable	400-0
14.083333	40.783333	Capo_Miseno;_Gulf_of_Naples	other-active	other	NotApplicable	10-0
15.266667	40.016667	Capo_Palinuro	other-active	other	NotApplicable	30-0
14.7	39.55	Palinuro_Seamount	VolcanicArc-active	arc_volcano	NotApplicable	1000-70
14.378	39.260	Marsili_Seamount	BackArcBasin-active	back-arc_spreading_center	NotProvided	800-400
15.213	38.789	Stromboli	VolcanicArc-unconfirmed	arc_volcano	NotApplicable	250
15.1057	38.6356	Panarea	VolcanicArc-active	arc_volcano	NotApplicable	200-7
14.000	38.625	Enarete_Seamount	VolcanicArc-unconfirmed	arc_volcano	NotApplicable	600
14.167	38.580	Eolo_Seamount	VolcanicArc-unconfirmed	arc_volcano	NotApplicable	800
15	38.4	Vulcano	VolcanicArc-active	arc_volcano	NotApplicable	0
35.35	26.225	Shaban_Deep	MOR-unconfirmed	MOR	11	1540
36.2767	24.7233	Kebrit_Deep	MOR-unconfirmed	MOR	11.8	1590
37.283	23.167	Nereus_Deep	MOR-unconfirmed	MOR	13.2	2400
38.083	21.367	Atlantis_II_Deep	MOR-unconfirmed	MOR	14.1	2200
38.05	21.283	Discovery_Deep	MOR-unconfirmed	MOR	14.1	2100
38.7333	19.6333	Suakin_Deep	MOR-unconfirmed	MOR	15.3	2850-2800
40.066667	17.966667	Red_Sea_Rift;_18_N	MOR-unconfirmed	MOR	16.7	1500
43.666667	11.95	Aden	MOR-active	MOR	19.1	1600-1400
45.666667	12.083333	Aden_New_Century_Mountains	MOR-unconfirmed	MOR	20.8	800-600
57.95	9.8333	Owen_transform_fault	MOR-inactive	MOR	24.5	4500
60.95	6.05	Carlsberg_Ridge;_CR2003	MOR-unconfirmed	MOR	27.7	3500
67.77	-1.6768	Carlsberg_Ridge;_1.67_S	MOR-inactive	MOR	34.4	4500
68.5833	-5.4	Vityaz_megamullion	MOR-unconfirmed	MOR	36	3500
65.305	-18.347	Dodo_Great_Lava_Plain	MOR-unconfirmed	MOR	40	2730
65.733	-19.483	CIR;_19_29'S	MOR-unconfirmed	MOR	41.3	2700
65.85	-19.545	Roger_Plateau	MOR-unconfirmed	MOR	41.3	2630
68.42	-21.5	EX/FX_Zone	MOR-unconfirmed	MOR	44.7	3000
69.242167	-23.39267	MESO_Zone	MOR-inactive	MOR	47	2850
69.596	-23.878	Edmond_Field	MOR-active	MOR	47.8	3320-3290
69.666667	-24	CIR;_Segment_3;_Hydrothermal_Plume_Site	MOR-unconfirmed	MOR	47.8	2840
70.04	-25.3195	Kairei_Field	MOR-active	MOR	49.1	2460-2415
65.133	-27.767	SWIR;_Plume_6	MOR-unconfirmed	MOR	9.4	3200
63.933333	-27.85	Mount_Jourdanne	MOR-inactive	MOR	9.6	2940
63.923	-27.851	SWIR;_63.9_E	MOR-unconfirmed	MOR	9.6	2759
64.45	-27.917	SWIR;_Plume_5	MOR-unconfirmed	MOR	9.4	4000
63.5414	-27.9507	SWIR;_63.5_E	MOR-unconfirmed	MOR	9.7	3666
63.55	-27.967	SWIR;_Plume_4	MOR-unconfirmed	MOR	9.7	3400
59.383	-30.85	SWIR;_Plume_3;_Segment_16	MOR-unconfirmed	MOR	10.4	3900
58.967	-31.067	SWIR;_Plume_2;_Segment_16	MOR-unconfirmed	MOR	10.6	4200
58.5	-31.183	SWIR;_Plume_1;_Segment_17	MOR-unconfirmed	MOR	10.6	3600
53.255	-36.101	SWIR;_53.2_E	MOR-unconfirmed	MOR	11.5	2218
51.732	-37.466	SWIR;_51.7_E	MOR-unconfirmed	MOR	11.7	1595
50.8527	-37.608	SWIR;_unnamed;_Segment_26	MOR-unconfirmed	MOR	11.8	2800-1800
50.4671	-37.6579	SWIR;_unnamed;_Segment_27	MOR-inactive	MOR	11.9	1739
49.65	-37.78333	SWIR_Area_A	MOR-active	MOR	12.1	2785
15.583	-52.208	SWIR;_D82	MOR-unconfirmed	MOR	13.6	4100
13.738	-52.224	SWIR;_D57	MOR-unconfirmed	MOR	13.5	3517
15.103	-52.253	SWIR;_D62	MOR-unconfirmed	MOR	13.6	3990
12.748	-52.42	SWIR;_D50B	MOR-unconfirmed	MOR	13.5	3913
13.312	-52.437	SWIR;_D54	MOR-unconfirmed	MOR	13.5	4029
18.817	-52.707	SWIR;_D9B	MOR-unconfirmed	MOR	13.7	3931
11.711	-52.749	SWIR;_D36	MOR-unconfirmed	MOR	13.5	3981
22.188	-53.02	SWIR;_D20	MOR-unconfirmed	MOR	13.8	4170
74.1733	-28.0614	SEIR	MOR-inactive	MOR	58.4	5000-2600
77.825	-37.72167	Boomerang_Seamount	MOR-unconfirmed	MOR	64.4	850-650
78.092	-39.44	SEIR;_41;_near_St._Paul_Island	MOR-unconfirmed	MOR	65	2270
81.158	-41.242	SEIR;_13	MOR-unconfirmed	MOR	66.7	2860
79.103	-41.252	SEIR;_21	MOR-unconfirmed	MOR	65.9	2800
79.753	-41.772	SEIR;_16	MOR-unconfirmed	MOR	66.3	2800
81.838	-41.802	SEIR;_10	MOR-unconfirmed	MOR	67.1	2540
88.042	-42.113	SEIR;_01	MOR-unconfirmed	MOR	68.5	2400
82.71	-42.477	SEIR;_08A	MOR-unconfirmed	MOR	67.4	2500
